project_id,project_name,ministry,sector,budget_allocated_cr,budget_utilized_cr,budget_utilized_pct,start_date,planned_end_date,planned_duration_months,months_elapsed,percent_complete,reporting_delay_days,last_report_gap_days,is_delayed
PRJ-01640,Refineries project 1640,Petroleum & Natural Gas,Refineries,45.44,38.94,85.7,2021-08-06,2025-01-17,42,62,98.0,1,15,0
PRJ-01641,Bridges project 1641,Road Transport & Highways,Bridges,131.79,60.49,45.9,2023-08-09,2029-03-10,68,37,55.4,0,2,0
PRJ-01642,Solar parks project 1642,New & Renewable Energy,Solar parks,511.82,537.41,105.0,2023-09-01,2025-07-22,23,37,98.0,3,23,0
PRJ-01643,Airport terminals project 1643,Civil Aviation,Airport terminals,11.72,9.6,81.9,2023-09-03,2027-12-11,52,36,72.3,6,4,0
PRJ-01644,Rail track doubling project 1644,Railways,Rail track doubling,85.61,89.89,105.0,2020-09-05,2026-11-03,75,73,95.5,0,1,0
PRJ-01645,Mineral exploration project 1645,Mines,Mineral exploration,9.64,5.65,58.6,2026-01-29,2028-02-18,25,7,45.3,6,9,0
PRJ-01646,Refineries project 1646,Petroleum & Natural Gas,Refineries,5.37,3.64,67.8,2023-11-13,2025-03-07,16,34,45.0,4,1,1
PRJ-01647,Optical fibre network project 1647,Telecommunications,Optical fibre network,58.93,20.68,35.1,2023-02-06,2024-02-01,12,43,22.4,17,10,1
PRJ-01648,Bridges project 1648,Road Transport & Highways,Bridges,880.75,757.44,86.0,2021-09-27,2025-11-05,50,60,98.0,0,38,0
PRJ-01649,Port development project 1649,Shipping,Port development,32.07,29.73,92.7,2023-01-10,2026-02-23,38,44,98.0,5,23,0
PRJ-01650,Mineral exploration project 1650,Mines,Mineral exploration,20.82,15.95,76.6,2022-05-31,2028-02-29,70,52,78.6,3,13,0
PRJ-01651,Smart city infra project 1651,Housing & Urban Affairs,Smart city infra,6.27,1.15,18.3,2024-02-21,2025-08-14,18,31,46.4,6,27,1
PRJ-01652,Irrigation project 1652,Jal Shakti,Irrigation,146.64,22.73,15.5,2021-06-11,2027-03-12,70,64,24.2,8,5,1
PRJ-01653,Smart city infra project 1653,Housing & Urban Affairs,Smart city infra,12.34,8.1,65.6,2023-01-14,2028-12-13,72,44,68.3,3,20,0
PRJ-01654,Irrigation canals project 1654,Agriculture,Irrigation canals,307.2,158.21,51.5,2024-02-21,2029-10-22,69,31,29.4,2,10,1
PRJ-01655,Rail track doubling project 1655,Railways,Rail track doubling,356.34,184.23,51.7,2025-08-19,2028-12-01,40,13,35.4,0,7,1
PRJ-01656,National highways project 1656,Road Transport & Highways,National highways,211.51,83.76,39.6,2024-04-06,2028-12-11,57,29,46.8,1,26,0
PRJ-01657,Mineral exploration project 1657,Mines,Mineral exploration,16.2,2.12,13.1,2020-10-08,2024-10-17,49,72,35.3,0,3,1
PRJ-01658,Optical fibre network project 1658,Telecommunications,Optical fibre network,348.73,240.27,68.9,2023-04-02,2028-02-05,59,42,69.7,17,38,0
PRJ-01659,Rail track doubling project 1659,Railways,Rail track doubling,103.22,65.85,63.8,2025-12-03,2028-08-19,33,9,55.0,21,24,1
PRJ-01660,Airport terminals project 1660,Civil Aviation,Airport terminals,31.26,6.56,21.0,2025-05-23,2030-08-25,64,16,24.2,11,32,0
PRJ-01661,Rail track doubling project 1661,Railways,Rail track doubling,84.59,58.79,69.5,2024-10-02,2027-10-17,37,23,76.2,3,23,0
PRJ-01662,Transmission lines project 1662,Power,Transmission lines,5.0,1.44,28.7,2025-07-02,2030-08-05,62,14,21.3,11,26,0
PRJ-01663,Transmission lines project 1663,Power,Transmission lines,352.76,370.4,105.0,2023-08-13,2026-07-28,36,37,98.0,14,26,0
PRJ-01664,Smart city infra project 1664,Housing & Urban Affairs,Smart city infra,45.46,11.0,24.2,2025-07-29,2030-11-30,65,13,35.3,14,16,1
PRJ-01665,State highways project 1665,Road Transport & Highways,State highways,223.67,184.98,82.7,2020-12-25,2023-03-15,27,69,98.0,6,2,0
PRJ-01666,Coal mining infra project 1666,Coal,Coal mining infra,9.77,6.46,66.1,2023-08-13,2029-11-09,76,37,48.2,3,24,0
PRJ-01667,Metro rail project 1667,Railways,Metro rail,23.95,24.29,101.4,2020-10-10,2026-12-08,75,72,98.0,12,3,0
PRJ-01668,National highways project 1668,Road Transport & Highways,National highways,286.68,217.02,75.7,2023-03-16,2024-09-06,18,42,80.2,1,5,1
PRJ-01669,Optical fibre network project 1669,Telecommunications,Optical fibre network,430.18,432.33,100.5,2020-12-07,2026-06-09,67,70,98.0,2,4,0
PRJ-01670,Solar parks project 1670,New & Renewable Energy,Solar parks,55.5,37.18,67.0,2023-06-21,2029-10-17,77,39,42.7,23,31,0
PRJ-01671,Thermal power project 1671,Power,Thermal power,21.44,14.77,68.9,2022-04-20,2025-02-03,34,53,67.1,4,21,1
PRJ-01672,Metro rail project 1672,Railways,Metro rail,109.91,0.0,0.0,2025-08-06,2030-08-10,61,13,13.0,0,4,0
PRJ-01673,Irrigation canals project 1673,Agriculture,Irrigation canals,7.93,7.8,98.3,2022-10-24,2027-03-02,53,47,89.6,3,7,0
PRJ-01674,Port development project 1674,Shipping,Port development,48.99,48.79,99.6,2021-03-27,2026-03-31,61,66,98.0,9,1,0
PRJ-01675,Gas pipelines project 1675,Petroleum & Natural Gas,Gas pipelines,131.31,64.74,49.3,2020-09-07,2024-03-20,43,73,36.6,13,2,1
PRJ-01676,Rural water supply project 1676,Jal Shakti,Rural water supply,44.98,23.34,51.9,2023-12-13,2028-06-19,55,33,68.6,5,9,1
PRJ-01677,Urban housing project 1677,Housing & Urban Affairs,Urban housing,10.38,10.9,105.0,2023-08-22,2026-01-08,29,37,98.0,2,9,0
PRJ-01678,Metro rail project 1678,Railways,Metro rail,27.06,12.56,46.4,2023-11-12,2030-03-10,77,34,41.9,5,1,0
PRJ-01679,Urban housing project 1679,Housing & Urban Affairs,Urban housing,153.03,32.9,21.5,2021-06-14,2028-03-09,82,64,36.3,2,30,1
PRJ-01680,Smart city infra project 1680,Housing & Urban Affairs,Smart city infra,57.25,32.58,56.9,2022-03-10,2028-12-03,82,55,71.0,4,8,0
PRJ-01681,Mineral exploration project 1681,Mines,Mineral exploration,473.81,335.93,70.9,2024-12-16,2027-12-31,37,21,69.5,2,4,0
PRJ-01682,Transmission lines project 1682,Power,Transmission lines,63.92,24.55,38.4,2022-09-05,2026-09-14,49,49,38.9,10,0,1
PRJ-01683,Irrigation canals project 1683,Agriculture,Irrigation canals,5.68,4.71,82.9,2024-03-29,2026-07-17,28,30,94.2,14,8,0
PRJ-01684,Mineral exploration project 1684,Mines,Mineral exploration,340.76,301.23,88.4,2020-09-16,2023-07-03,34,73,98.0,15,13,0
PRJ-01685,Port development project 1685,Shipping,Port development,5.0,5.25,105.0,2023-02-19,2027-06-28,53,43,96.0,8,15,0
PRJ-01686,Rail track doubling project 1686,Railways,Rail track doubling,99.19,98.99,99.8,2021-11-29,2026-08-05,57,58,86.2,9,42,1
PRJ-01687,Optical fibre network project 1687,Telecommunications,Optical fibre network,13.19,8.86,67.2,2023-06-27,2028-10-28,65,39,59.1,1,11,0
PRJ-01688,Irrigation canals project 1688,Agriculture,Irrigation canals,45.27,35.17,77.7,2021-12-26,2028-07-22,80,57,80.8,16,23,0
PRJ-01689,Urban housing project 1689,Housing & Urban Affairs,Urban housing,47.64,45.35,95.2,2021-04-04,2026-09-05,66,66,98.0,28,7,0
PRJ-01690,National highways project 1690,Road Transport & Highways,National highways,110.46,108.91,98.6,2023-04-01,2025-04-20,25,42,98.0,15,2,0
PRJ-01691,National highways project 1691,Road Transport & Highways,National highways,97.23,95.19,97.9,2024-01-16,2026-07-04,30,32,98.0,2,17,0
PRJ-01692,State highways project 1692,Road Transport & Highways,State highways,116.45,105.5,90.6,2022-06-03,2023-12-25,19,52,98.0,0,1,0
PRJ-01693,Transmission lines project 1693,Power,Transmission lines,75.55,54.02,71.5,2024-09-06,2027-04-24,32,24,72.1,10,9,0
PRJ-01694,Urban housing project 1694,Housing & Urban Affairs,Urban housing,40.14,38.41,95.7,2022-05-07,2025-12-17,44,53,98.0,1,2,0
PRJ-01695,Metro rail project 1695,Railways,Metro rail,431.22,325.57,75.5,2021-06-21,2023-01-12,19,63,77.9,3,3,1
PRJ-01696,Urban housing project 1696,Housing & Urban Affairs,Urban housing,34.02,10.41,30.6,2025-01-13,2031-09-09,81,20,31.6,1,18,0
PRJ-01697,State highways project 1697,Road Transport & Highways,State highways,22.69,9.82,43.3,2024-03-02,2029-11-01,69,30,45.4,19,12,0
PRJ-01698,Rail track doubling project 1698,Railways,Rail track doubling,26.58,21.56,81.1,2022-09-22,2029-07-17,83,48,72.1,3,2,0
PRJ-01699,Irrigation project 1699,Jal Shakti,Irrigation,51.1,32.19,63.0,2022-01-06,2028-10-31,83,57,76.2,2,4,0
PRJ-01700,Refineries project 1700,Petroleum & Natural Gas,Refineries,36.87,11.43,31.0,2024-11-05,2031-03-04,77,22,31.3,4,45,1
PRJ-01701,Urban housing project 1701,Housing & Urban Affairs,Urban housing,62.48,22.99,36.8,2022-04-17,2023-10-09,18,53,30.8,0,10,1
PRJ-01702,Refineries project 1702,Petroleum & Natural Gas,Refineries,139.41,83.09,59.6,2024-01-03,2029-05-06,65,32,53.1,12,10,0
PRJ-01703,Irrigation canals project 1703,Agriculture,Irrigation canals,158.76,14.76,9.3,2024-06-04,2031-02-28,82,27,18.2,43,3,1
PRJ-01704,State highways project 1704,Road Transport & Highways,State highways,171.42,35.31,20.6,2026-02-08,2029-09-20,44,7,12.3,0,3,0
PRJ-01705,Transmission lines project 1705,Power,Transmission lines,368.92,298.83,81.0,2022-09-13,2028-04-14,68,48,76.3,16,28,0
PRJ-01706,Irrigation project 1706,Jal Shakti,Irrigation,426.19,374.19,87.8,2021-01-25,2025-11-30,59,68,98.0,1,1,0
PRJ-01707,Solar parks project 1707,New & Renewable Energy,Solar parks,20.0,16.18,80.9,2023-02-11,2026-02-25,37,43,98.0,7,12,0
PRJ-01708,Transmission lines project 1708,Power,Transmission lines,61.17,23.86,39.0,2024-07-12,2030-03-13,69,26,55.1,2,3,0
PRJ-01709,Thermal power project 1709,Power,Thermal power,23.56,5.09,21.6,2022-05-08,2024-01-28,21,53,24.5,0,13,1
PRJ-01710,Thermal power project 1710,Power,Thermal power,111.55,41.16,36.9,2020-10-12,2023-07-29,34,72,33.1,14,8,1
PRJ-01711,Port development project 1711,Shipping,Port development,24.47,10.67,43.6,2025-07-05,2030-06-09,60,14,25.1,4,9,0
PRJ-01712,State highways project 1712,Road Transport & Highways,State highways,92.09,83.43,90.6,2023-10-11,2027-08-21,47,35,80.0,0,6,0
PRJ-01713,Optical fibre network project 1713,Telecommunications,Optical fibre network,15.61,16.39,105.0,2024-09-11,2026-12-30,28,24,98.0,2,19,0
PRJ-01714,Thermal power project 1714,Power,Thermal power,162.71,137.0,84.2,2022-11-26,2026-07-08,44,46,98.0,4,25,0
PRJ-01715,National highways project 1715,Road Transport & Highways,National highways,27.89,13.92,49.9,2024-04-29,2030-02-27,71,29,48.6,5,7,0
PRJ-01716,Metro rail project 1716,Railways,Metro rail,1016.78,566.35,55.7,2025-12-15,2028-07-02,31,9,49.8,0,0,1
PRJ-01717,Smart city infra project 1717,Housing & Urban Affairs,Smart city infra,152.29,146.5,96.2,2022-10-31,2024-04-23,18,47,98.0,11,9,0
PRJ-01718,Mineral exploration project 1718,Mines,Mineral exploration,189.25,175.06,92.5,2022-09-23,2026-11-01,50,48,98.0,1,20,0
PRJ-01719,Airport terminals project 1719,Civil Aviation,Airport terminals,274.8,220.66,80.3,2021-10-01,2028-06-26,82,60,74.9,5,22,0
PRJ-01720,Rural roads project 1720,Rural Development,Rural roads,90.94,35.01,38.5,2025-10-08,2030-01-15,52,11,32.3,17,16,0
PRJ-01721,Port development project 1721,Shipping,Port development,58.76,16.98,28.9,2024-12-11,2027-10-27,35,21,33.1,1,9,1
PRJ-01722,Port development project 1722,Shipping,Port development,6.84,3.29,48.1,2025-10-18,2032-01-15,76,11,46.0,17,2,1
PRJ-01723,Thermal power project 1723,Power,Thermal power,282.58,101.16,35.8,2023-11-06,2030-07-02,81,34,43.2,4,1,0
PRJ-01724,Optical fibre network project 1724,Telecommunications,Optical fibre network,27.93,11.81,42.3,2023-12-01,2025-10-21,23,34,67.1,19,27,1
PRJ-01725,Rural roads project 1725,Rural Development,Rural roads,53.16,25.04,47.1,2024-12-08,2028-02-21,39,21,63.3,8,32,0
PRJ-01726,Irrigation canals project 1726,Agriculture,Irrigation canals,10.22,6.36,62.2,2024-04-26,2028-10-02,54,29,60.0,6,2,0
PRJ-01727,Rural roads project 1727,Rural Development,Rural roads,7.63,4.18,54.8,2024-07-13,2027-09-26,39,26,64.6,0,38,0
PRJ-01728,Steel plant expansion project 1728,Steel,Steel plant expansion,29.25,6.9,23.6,2023-03-16,2029-02-12,72,42,19.8,0,5,1
PRJ-01729,Optical fibre network project 1729,Telecommunications,Optical fibre network,49.8,33.96,68.2,2021-07-24,2022-08-18,13,62,74.1,19,0,1
PRJ-01730,Rail track doubling project 1730,Railways,Rail track doubling,92.68,96.11,103.7,2022-06-06,2027-01-11,56,52,96.3,5,10,0
PRJ-01731,Coal mining infra project 1731,Coal,Coal mining infra,110.31,61.11,55.4,2024-10-30,2028-05-12,43,22,62.8,14,3,0
PRJ-01732,State highways project 1732,Road Transport & Highways,State highways,99.62,83.78,84.1,2022-05-09,2026-09-15,53,53,98.0,2,5,0
PRJ-01733,Refineries project 1733,Petroleum & Natural Gas,Refineries,348.05,273.57,78.6,2021-01-16,2023-03-07,26,68,74.5,17,4,1
PRJ-01734,Refineries project 1734,Petroleum & Natural Gas,Refineries,156.98,66.25,42.2,2024-09-27,2031-05-24,81,24,52.5,1,0,1
PRJ-01735,Urban housing project 1735,Housing & Urban Affairs,Urban housing,32.5,6.96,21.4,2026-01-15,2032-06-12,78,8,5.8,0,13,0
PRJ-01736,Rural roads project 1736,Rural Development,Rural roads,10.75,7.26,67.5,2023-04-18,2029-08-14,77,41,55.4,15,50,0
PRJ-01737,Coal mining infra project 1737,Coal,Coal mining infra,5.0,4.98,99.6,2023-06-14,2024-11-05,17,39,98.0,11,19,0
PRJ-01738,Urban housing project 1738,Housing & Urban Affairs,Urban housing,89.64,94.12,105.0,2021-02-21,2024-02-06,36,67,98.0,1,1,0
PRJ-01739,Smart city infra project 1739,Housing & Urban Affairs,Smart city infra,161.11,136.3,84.6,2023-04-19,2025-02-07,22,41,98.0,1,16,0
PRJ-01740,Rail track doubling project 1740,Railways,Rail track doubling,142.97,67.48,47.2,2025-03-29,2031-10-24,80,17,30.2,3,44,0
PRJ-01741,Optical fibre network project 1741,Telecommunications,Optical fibre network,156.73,25.08,16.0,2026-02-19,2027-10-12,20,6,26.9,9,18,0
PRJ-01742,Transmission lines project 1742,Power,Transmission lines,135.51,138.22,102.0,2022-06-03,2025-08-16,39,52,98.0,2,9,0
PRJ-01743,Irrigation canals project 1743,Agriculture,Irrigation canals,19.16,6.97,36.4,2023-10-20,2025-11-08,25,35,21.7,3,12,1
PRJ-01744,Transmission lines project 1744,Power,Transmission lines,398.45,254.61,63.9,2023-03-01,2028-08-31,67,43,71.8,10,3,0
PRJ-01745,Mineral exploration project 1745,Mines,Mineral exploration,60.57,21.38,35.3,2021-08-07,2023-04-29,21,62,24.2,4,4,1
PRJ-01746,Irrigation canals project 1746,Agriculture,Irrigation canals,82.95,87.1,105.0,2025-04-26,2026-07-20,15,16,98.0,6,7,0
PRJ-01747,Coal mining infra project 1747,Coal,Coal mining infra,1273.71,1234.22,96.9,2022-02-27,2026-08-05,54,55,98.0,8,12,0
PRJ-01748,State highways project 1748,Road Transport & Highways,State highways,48.64,35.65,73.3,2025-09-08,2027-05-31,21,12,70.3,1,0,0
PRJ-01749,State highways project 1749,Road Transport & Highways,State highways,41.67,20.04,48.1,2025-03-07,2028-10-17,44,18,52.0,5,2,0
PRJ-01750,Optical fibre network project 1750,Telecommunications,Optical fibre network,322.4,118.0,36.6,2025-10-13,2029-02-24,41,11,28.9,0,10,0
PRJ-01751,Rural water supply project 1751,Jal Shakti,Rural water supply,54.13,36.0,66.5,2023-11-23,2028-11-26,61,34,58.0,0,9,0
PRJ-01752,Coal mining infra project 1752,Coal,Coal mining infra,10.4,9.58,92.1,2022-08-24,2027-10-27,63,49,73.5,27,0,0
PRJ-01753,Gas pipelines project 1753,Petroleum & Natural Gas,Gas pipelines,393.56,189.3,48.1,2024-05-28,2025-07-22,14,28,54.0,0,15,1
PRJ-01754,Refineries project 1754,Petroleum & Natural Gas,Refineries,13.64,14.05,103.0,2022-05-28,2024-08-15,27,52,98.0,17,12,0
PRJ-01755,Optical fibre network project 1755,Telecommunications,Optical fibre network,280.29,151.36,54.0,2026-02-22,2027-10-15,20,6,57.8,20,5,1
PRJ-01756,Solar parks project 1756,New & Renewable Energy,Solar parks,35.97,18.13,50.4,2025-12-03,2027-08-25,21,9,47.6,5,8,0
PRJ-01757,Rural roads project 1757,Rural Development,Rural roads,2273.92,1027.81,45.2,2020-12-22,2027-03-21,76,69,51.1,5,2,1
PRJ-01758,Rail track doubling project 1758,Railways,Rail track doubling,73.59,48.05,65.3,2024-07-21,2028-08-29,50,26,69.3,1,1,0
PRJ-01759,Steel plant expansion project 1759,Steel,Steel plant expansion,360.14,110.56,30.7,2025-09-10,2029-08-20,48,12,31.7,13,1,0
PRJ-01760,Coal mining infra project 1760,Coal,Coal mining infra,56.21,38.56,68.6,2024-01-15,2029-02-17,62,32,60.9,14,2,0
PRJ-01761,Irrigation canals project 1761,Agriculture,Irrigation canals,44.88,0.81,1.8,2026-01-02,2031-12-02,72,8,12.4,5,2,0
PRJ-01762,Thermal power project 1762,Power,Thermal power,32.18,32.05,99.6,2023-03-10,2026-06-22,40,42,98.0,5,12,0
PRJ-01763,Metro rail project 1763,Railways,Metro rail,276.7,273.93,99.0,2021-12-28,2027-01-31,62,57,91.2,4,17,0
PRJ-01764,Optical fibre network project 1764,Telecommunications,Optical fibre network,168.35,151.51,90.0,2024-07-10,2026-12-27,30,26,85.2,0,12,0
PRJ-01765,Urban housing project 1765,Housing & Urban Affairs,Urban housing,1070.54,863.93,80.7,2022-05-19,2027-03-24,59,52,88.0,1,3,0
PRJ-01766,National highways project 1766,Road Transport & Highways,National highways,564.23,319.35,56.6,2023-01-28,2029-11-22,83,44,52.8,4,0,0
PRJ-01767,Metro rail project 1767,Railways,Metro rail,308.08,187.62,60.9,2025-06-27,2026-11-19,17,14,73.2,34,4,0
PRJ-01768,National highways project 1768,Road Transport & Highways,National highways,23.93,13.69,57.2,2022-12-20,2028-01-23,62,45,61.9,26,2,0
PRJ-01769,Optical fibre network project 1769,Telecommunications,Optical fibre network,48.37,42.23,87.3,2023-02-09,2024-11-30,22,43,98.0,1,3,0
PRJ-01770,Urban housing project 1770,Housing & Urban Affairs,Urban housing,26.19,11.39,43.5,2024-12-31,2029-08-07,56,20,47.1,4,22,0
PRJ-01771,Transmission lines project 1771,Power,Transmission lines,216.77,128.11,59.1,2023-11-12,2030-03-10,77,34,52.2,0,17,0
PRJ-01772,Metro rail project 1772,Railways,Metro rail,190.1,103.79,54.6,2025-04-11,2028-02-25,35,17,43.9,13,0,0
PRJ-01773,Irrigation project 1773,Jal Shakti,Irrigation,79.33,43.95,55.4,2022-09-20,2026-05-02,44,48,52.0,2,20,1
PRJ-01774,Transmission lines project 1774,Power,Transmission lines,12.18,8.47,69.5,2025-07-15,2028-05-30,35,14,46.4,2,8,1
PRJ-01775,Irrigation canals project 1775,Agriculture,Irrigation canals,60.23,44.63,74.1,2021-09-11,2028-08-05,84,61,73.8,0,0,0
PRJ-01776,State highways project 1776,Road Transport & Highways,State highways,328.54,326.57,99.4,2021-05-28,2028-02-21,82,64,86.8,4,3,0
PRJ-01777,Coal mining infra project 1777,Coal,Coal mining infra,502.99,365.67,72.7,2022-07-25,2029-04-19,82,50,66.4,10,13,0
PRJ-01778,Bridges project 1778,Road Transport & Highways,Bridges,48.69,44.99,92.4,2024-07-19,2026-03-11,20,26,98.0,11,1,0
PRJ-01779,Rural water supply project 1779,Jal Shakti,Rural water supply,49.67,21.01,42.3,2025-08-17,2028-08-31,37,13,29.8,10,4,0
PRJ-01780,Solar parks project 1780,New & Renewable Energy,Solar parks,15.76,12.94,82.1,2023-06-13,2027-11-19,54,39,84.3,14,8,0
PRJ-01781,Rural roads project 1781,Rural Development,Rural roads,142.66,63.06,44.2,2025-06-17,2028-11-28,42,15,44.5,17,5,0
PRJ-01782,Rail track doubling project 1782,Railways,Rail track doubling,14.3,15.02,105.0,2024-07-31,2026-03-23,20,25,98.0,0,0,0
PRJ-01783,Transmission lines project 1783,Power,Transmission lines,146.45,33.83,23.1,2024-05-25,2030-06-23,74,28,47.0,7,29,0
PRJ-01784,Coal mining infra project 1784,Coal,Coal mining infra,46.48,15.9,34.2,2024-05-03,2028-07-11,51,28,35.2,4,21,1
PRJ-01785,Solar parks project 1785,New & Renewable Energy,Solar parks,29.06,9.62,33.1,2025-04-28,2032-03-22,84,16,17.9,16,17,0
PRJ-01786,Solar parks project 1786,New & Renewable Energy,Solar parks,5.0,3.04,60.8,2024-02-19,2028-05-28,52,31,60.5,4,7,0
PRJ-01787,Gas pipelines project 1787,Petroleum & Natural Gas,Gas pipelines,45.01,42.58,94.6,2025-03-26,2026-03-21,12,18,98.0,21,6,0
PRJ-01788,Smart city infra project 1788,Housing & Urban Affairs,Smart city infra,64.98,45.88,70.6,2024-10-18,2028-01-31,40,23,73.9,5,34,0
PRJ-01789,Mineral exploration project 1789,Mines,Mineral exploration,47.03,26.38,56.1,2023-09-25,2027-08-05,47,36,68.2,5,21,0
PRJ-01790,Rural roads project 1790,Rural Development,Rural roads,374.35,166.59,44.5,2025-06-04,2029-11-10,54,15,45.2,32,1,0
PRJ-01791,Airport terminals project 1791,Civil Aviation,Airport terminals,11.01,5.63,51.1,2023-08-02,2029-04-02,69,38,67.8,16,2,0
PRJ-01792,Rural roads project 1792,Rural Development,Rural roads,29.19,30.65,105.0,2021-11-01,2026-01-09,51,59,98.0,3,12,0
PRJ-01793,Airport terminals project 1793,Civil Aviation,Airport terminals,25.42,21.07,82.9,2023-02-01,2025-02-20,25,44,98.0,11,8,0
PRJ-01794,Thermal power project 1794,Power,Thermal power,987.25,896.42,90.8,2022-07-23,2024-05-13,22,50,98.0,0,21,0
PRJ-01795,Rural water supply project 1795,Jal Shakti,Rural water supply,14.71,15.45,105.0,2021-05-13,2023-09-30,29,65,98.0,33,2,0
PRJ-01796,Optical fibre network project 1796,Telecommunications,Optical fibre network,71.26,27.65,38.8,2025-01-28,2028-10-09,45,19,38.1,15,2,0
PRJ-01797,Mineral exploration project 1797,Mines,Mineral exploration,30.86,19.9,64.5,2025-10-01,2027-06-23,21,11,52.4,4,48,0
PRJ-01798,National highways project 1798,Road Transport & Highways,National highways,105.23,110.49,105.0,2021-06-01,2027-08-29,76,64,83.0,0,21,0
PRJ-01799,Mineral exploration project 1799,Mines,Mineral exploration,35.94,9.45,26.3,2026-01-02,2031-03-07,63,8,22.1,0,18,0
PRJ-01800,Solar parks project 1800,New & Renewable Energy,Solar parks,91.66,96.24,105.0,2024-12-26,2026-04-20,16,20,98.0,9,14,0
PRJ-01801,Optical fibre network project 1801,Telecommunications,Optical fibre network,247.38,122.7,49.6,2024-09-19,2031-05-16,81,24,34.3,2,26,0
